case_id,customer_id,site_code,channel,issue_type,priority,created_at,first_response_seconds,handle_seconds,resolved_at,sla_target_seconds,sla_breached,agent_id
C103434,U10632,DFW2,phone,refund,P1,2026-02-22 15:29:24,219,561,22-02-2026 15:45,86400,0,A139
C100121,U13937,JFK5,email,wrong_item,P2,2026-01-02 18:21:11,130,689,2026-01-02 18:45:34,172800,0,A137
C102964,U5043,DFW2,email,refund,P3,2026-02-15 19:15:49,905,1593,2026-02-15 19:45:55,259200,0,A168
C101353,U14433,JFK5,chat,wrong_item,P1,2026-01-22 22:14:39,272,422,,86400,0,A108
C100100,U17437,DFW2,chat,damaged_item,P2,02-01-2026 09:33,94,340,2026-01-02 09:41:26,172800,0,A109
C103346,U6511,PHX1,email,wrong_item,P3,2026-02-20 14:53:47,696,1355,02/20/2026 15:44,259200,0,A142
C100449,U12122,DFW2,email,damaged_item,P2,2026-01-08 07:10:29,447,1297,2026-01-08,172800,0,A101
C100123,U16109,SEA3,callback,delivery_delay,P1,2026-01-02 19:17:40,,792,2026-01-04 11:57:07,86400,1,A156
C102666,U10234,JFK5,phone,delivery_delay,P1,10-02-2026 19:25,167,911,02/10/2026 20:05,86400,0,A170
C101550,U17720,JFK5,chat,wrong_item,P2,2026-01-25 09:26:29,143,325,2026-01-28 03:02:13,172800,1,A174
C101910,U15191,DFW2,callback,account,P3,2026-01-30 17:31:35,188,449,2026-02-03 15:51:05,259200,1,A136
C100244,U12982,JFK5,email,delivery_delay,P2,2026-01-05 17:45:42,412,799,2026-01-05 18:10:14,172800,0,A140
C100712,U6797,JFK5,email,payment,P3,2026-01-12 19:31:35,818,1338,2026-01-12 20:28:04,259200,0,
C100751,U9753,DFW2,phone,delivery_delay,P2,2026-01-13 16:26:57,110,324,2026-01-13 16:38:16,172800,0,A120
C102497,U7518,JFK5,phone,account,P3,2026-02-08 12:45:10,192,317,,259200,0,A175
C103029,U7362,SEA3,chat,account,P2,2026-02-16 17:54:03,128,368,02/16/2026 18:04,172800,0,A172
C100881,U16760,DFW2,email,payment,P1,2026-01-15 17:49:49,810,1261,2026-01-15 18:42:52,86400,0,A129
C102900,U14539,JFK5,phone,delivery_delay,P3,2026-02-13 08:22:22,138,725,2026-02-13 08:44:18,259200,0,A138
C101196,U16751,DFW2,chat,delivery_delay,P3,2026-01-20 13:15:47,449,714,2026-01-20 13:40:29,259200,0,A114
C101131,U15229,PHX1,email,damaged_item,P1,2026-01-19 08:17:06,825,1386,01/20/2026 16:21,86400,1,A135
C102851,U11809,SEA3,phone,refund,P1,12-02-2026 07:07,247,500,,86400,0,A127
C100576,U5487,SEA3,chat,wrong_item,P2,2026-01-10 19:50:14,391,679,01/10/2026 20:09,172800,0,A156
C103738,U7181,PHX1,chat,payment,P2,02/26/2026 11:05,,713,02/26/2026 11:36,172800,0,A161
C101201,U13462,DFW2,email,account,P2,2026-01-20 13:41:31,249,744,2026-01-23 23:27:18,172800,1,A139
C103323,U17980,DFW2,email,payment,P3,2026-02-20 14:58:39,615,1125,2026-02-20 15:32:20,259200,0,A109
C102679,U7995,SEA3,phone,account,P3,2026-02-10 06:44:43,170,448,2026-02-10 07:05:18,259200,0,A155
C101468,U16457,DFW2,phone,payment,P2,2026-01-23 17:52:57,211,451,2026-01-23 18:11:04,172800,0,A178
C102876,U14236,DFW2,phone,wrong_item,P2,2026-02-13 14:36:43,179,514,2026-02-13 14:49:51,172800,0,A178
C102413,U9757,SEA3,chat,account,P3,2026-02-06 17:30:04,218,574,02/11/2026 01:34,259200,1,A116
C101313,U10683,PHX1,callback,refund,P3,2026-01-21 12:01:17,,1254,2026-01-21 12:35:40,259200,0,A120
C100630,U9278,DFW2,phone,payment,P3,2026-01-11 14:19:47,595,918,2026-01-11 14:45:15,259200,0,A101
C100382,U8519,PHX1,chat,delivery_delay,P3,07-01-2026 20:28,288,485,2026-01-07 20:37:23,259200,0,A140
C100727,U16968,JFK5,email,payment,P1,2026-01-13 08:45:56,548,1184,13-01-2026 09:07,86400,0,A135
C102297,U12846,PHX1,phone,damaged_item,P3,02/05/2026 21:30,476,955,2026-02-05 21:52:06,259200,0,A178
C101017,U14683,DFW2,email,payment,P2,2026-01-16 09:51:52,836,1472,2026-01-16 10:38:02,172800,0,A155
C101156,U6310,PHX1,chat,payment,P2,2026-01-19 08:10:54,212,332,2026-01-19 08:25:41,172800,0,A158
C101311,U14321,SEA3,phone,damaged_item,P3,2026-01-21 12:11:02,454,921,2026-01-21 12:40:04,259200,0,A156
C102707,U11769,JFK5,phone,payment,P2,2026-02-11 17:46:21,208,336,02/11/2026 17:57,172800,0,A158
C102642,U8353,DFW2,email,delivery_delay,P3,2026-02-10 18:44:51,480,825,2026-02-10 19:21:02,259200,0,A147
C100179,U17324,PHX1,chat,account,P2,2026-01-03 08:43:59,,311,2026-01-03 08:53:54,172800,0,A150
C101917,U6132,JFK5,email,delivery_delay,P1,2026-01-30 20:48:17,160,814,,86400,0,A138
C103392,U10397,JFK5,email,damaged_item,P2,2026-02-21 08:43:59,450,1012,2026-02-21 09:06:23,172800,0,A148
C101272,U15308,PHX1,chat,delivery_delay,P2,2026-01-21 22:49:51,79,412,2026-01-21 23:07:13,172800,0,A144
C101432,U6273,DFW2,chat,refund,P2,2026-01-22 15:10:25,3835,17374,2026-01-22 23:31:05,172800,0,A132
C101062,U15338,JFK5,phone,delivery_delay,P3,2026-01-17 13:49:05,411,932,2026-01-17 14:18:53,259200,0,A142
C100387,U9747,SEA3,chat,payment,P3,2026-01-07 22:44:14,320,717,2026-01-07 23:07:37,259200,0,A150
C102405,U9689,PHX1,chat,payment,P2,2026-02-06 16:57:41,181,446,2026-02-06 17:16:55,172800,0,A109
C100689,U11640,DFW2,callback,payment,P2,01/12/2026 11:24,264,521,,172800,0,A102
C103210,U16161,PHX1,phone,delivery_delay,P3,2026-02-18 21:38:21,96,474,2026-02-18 21:57:58,259200,0,A147
C103062,U11633,SEA3,phone,delivery_delay,P2,02/17/2026 14:46,,390,02/17/2026 15:02,172800,0,A130
C102150,U10456,SEA3,chat,refund,P2,2026-02-03 13:19:55,80,458,2026-02-03 13:28:55,172800,0,A132
C102202,U8421,PHX1,chat,wrong_item,P1,2026-02-03 09:15:56,323,538,2026-02-03 09:34:20,86400,0,A175
C100749,U12926,DFW2,email,damaged_item,P2,2026-01-13 09:04:13,112,586,2026-01-16,172800,1,A105
C102996,U9182,SEA3,email,damaged_item,P2,2026-02-16 19:13:07,119,564,2026-02-16 19:35:27,172800,0,A170
C103528,U11470,SEA3,email,delivery_delay,P2,2026-02-23 19:14:58,720,1511,2026-02-27 01:44:51,172800,1,A168
C102237,U10974,SEA3,phone,wrong_item,P1,2026-02-04 19:15:01,81,437,2026-02-04,86400,0,A155
C102836,U13354,PHX1,email,payment,P2,12-02-2026 07:46,691,1440,2026-02-12 08:46:17,172800,0,A129
C100388,U7209,SEA3,chat,,P3,2026-01-07 10:08:21,141,354,2026-01-07 10:22:36,259200,0,A161
C100655,U6058,DFW2,phone,payment,P3,2026-01-11 12:34:03,378,922,2026-01-11 12:49:14,259200,0,A162
C100480,U9420,PHX1,phone,payment,P2,2026-01-08 18:11:50,562,942,11-01-2026 13:18,172800,1,A178
C103003,U10769,PHX1,email,delivery_delay,P1,16-02-2026 07:59,330,931,02/16/2026 08:26,86400,0,A118
C103529,U10093,JFK5,email,wrong_item,P3,2026-02-23 19:33:41,,726,2026-02-23 19:54:11,259200,0,A154
C103781,U8537,DFW2,chat,refund,P2,2026-02-27 14:30:55,373,678,2026-02-27 14:48:26,172800,0,A160
C100753,U11350,JFK5,chat,,P2,2026-01-13 22:59:49,196,539,2026-01-13 23:23:18,172800,0,A130
C102725,U15329,SEA3,chat,delivery_delay,P3,2026-02-11 11:32:33,151,381,2026-02-16 05:19:23,259200,1,A157
C101141,U6094,SEA3,chat,refund,P2,19-01-2026 08:33,87,362,2026-01-19 08:44:49,172800,0,A129
C100871,U13307,JFK5,callback,payment,P3,2026-01-14,678,1242,14-01-2026 09:43,259200,0,A142
C103272,U18473,JFK5,phone,delivery_delay,P2,02/19/2026 14:23,136,318,2026-02-19 14:37:15,172800,0,
C101194,U15622,JFK5,email,account,P2,2026-01-20 15:22:08,619,1071,20-01-2026 15:45,172800,0,A177
C102206,U13163,SEA3,phone,delivery_delay,P1,2026-02-03 11:46:45,417,669,2026-02-03 12:00:16,86400,0,A179
C100204,U8385,JFK5,chat,payment,P2,2026-01-05 09:49:51,307,660,2026-01-05 10:05:03,172800,0,A126
C101342,U18093,PHX1,email,refund,P3,2026-01-21 11:06:05,646,1051,2026-01-21 11:53:14,259200,0,A110
C101637,U5062,PHX1,email,refund,P3,2026-01-26 08:31:26,376,778,2026-01-26 08:49:44,259200,0,A165
C103331,U15760,SEA3,chat,wrong_item,P3,02/20/2026 17:41,209,562,2026-02-20 17:54:55,259200,0,A125
C102109,U10445,DFW2,email,refund,P2,2026-02-02 09:11:04,217,1124,2026-02-04 22:21:58,172800,1,A145
C100947,U18472,PHX1,callback,payment,P2,15-01-2026 08:50,445,869,2026-01-15 09:13:34,172800,0,A105
C101853,U7017,SEA3,phone,payment,P1,2026-01-29 10:27:54,292,491,,86400,0,A176
C102787,U5237,DFW2,chat,refund,P2,02/12/2026 12:43,112,416,2026-02-12 12:57:20,172800,0,A130
C100378,U13511,JFK5,phone,delivery_delay,P3,2026-01-07 19:52:23,155,841,2026-01-07 20:15:02,259200,0,A112
C100277,U13524,JFK5,chat,refund,P1,2026-01-05 13:44:56,52,305,2026-01-05 13:58:43,86400,0,A176
C100891,U13113,PHX1,phone,refund,P2,2026-01-15 08:24:08,274,470,2026-01-15 08:34:15,172800,0,A121
C100425,U5755,JFK5,phone,account,P1,07-01-2026 07:29,,345,2026-01-07 07:36:34,86400,0,A113
C102018,U6047,SEA3,chat,refund,P2,2026-02-01 11:50:46,150,405,2026-02-01 11:59:42,172800,0,A114
C102511,U10245,SEA3,callback,wrong_item,P1,02/09/2026 09:25,162,546,2026-02-09,86400,0,A174
C100762,U5880,SEA3,chat,delivery_delay,P2,2026-01-13 08:09:04,171,666,2026-01-13 08:38:07,172800,0,A111
C103464,U6497,DFW2,email,,P1,2026-02-22,377,1120,2026-02-22 16:39:48,86400,0,A165
C101525,U12141,DFW2,chat,wrong_item,P2,2026-01-24 15:07:04,275,522,2026-01-24 15:21:01,172800,0,A131
C103091,U13261,PHX1,phone,delivery_delay,P2,2026-02-17 11:32:11,330,837,17-02-2026 12:02,172800,0,A170
C103322,U9289,JFK5,phone,payment,P2,2026-02-20,205,355,2026-02-20 22:39:13,172800,0,A150
C102016,U5630,DFW2,phone,refund,P3,2026-02-01 20:14:43,331,587,2026-02-01 20:28:25,259200,0,A139
C100304,U9329,PHX1,callback,,P2,2026-01-06 12:49:46,316,611,2026-01-09 03:00:27,172800,1,A116
C102138,U10466,JFK5,phone,account,P3,2026-02-03 07:05:51,76,308,2026-02-08 08:33:29,259200,1,A128
C101069,U12563,DFW2,chat,wrong_item,P2,01/17/2026 21:23,57,336,01/17/2026 21:30,172800,0,A141
C100547,U9266,JFK5,chat,account,P2,2026-01-09 07:37:11,130,669,09-01-2026 08:02,172800,0,A114
C102233,U9901,JFK5,email,wrong_item,P1,2026-02-04 17:22:20,141,627,,86400,0,A143
C102742,U17899,JFK5,chat,refund,P3,2026-02-11 20:48:10,290,708,2026-02-11 21:20:19,259200,0,A148
C101565,U6376,JFK5,phone,refund,P3,2026-01-25 15:10:43,257,403,2026-01-25 15:18:30,259200,0,A157
C102531,U17227,SEA3,chat,damaged_item,P3,2026-02-09 13:14:52,173,304,02/14/2026 10:14,259200,1,A126
C100984,U7480,JFK5,chat,payment,P3,2026-01-16 07:38:51,122,536,2026-01-16 07:51:17,259200,0,A123
C102787,U5237,DFW2,chat,refund,P2,02/12/2026 12:43,112,416,2026-02-12 12:57:20,172800,0,A130
C100243,U10978,DFW2,phone,damaged_item,P1,05-01-2026 11:58,198,900,2026-01-05 12:18:10,86400,0,A109
C102215,U7134,JFK5,chat,damaged_item,P3,04-02-2026 15:44,285,507,2026-02-04 16:02:34,259200,0,A144
C100595,U17327,PHX1,phone,damaged_item,P2,2026-01-10 16:09:26,185,353,2026-01-10 16:18:03,172800,0,A164
C102485,U13324,SEA3,email,account,P2,2026-02-08 20:28:05,304,1080,2026-02-08 20:42:52,172800,0,A140
C103926,U11972,PHX1,phone,delivery_delay,P3,2026-03-01 22:57:30,111,588,2026-03-01 23:14:16,259200,0,A129
C103556,U10708,SEA3,chat,refund,P2,2026-02-24 19:36:47,142,413,2026-02-24 19:45:40,172800,0,A108
C103714,U15598,DFW2,phone,damaged_item,P3,2026-02-26 17:14:11,,615,2026-02-26 17:34:59,259200,0,A169
C103389,U9005,JFK5,phone,delivery_delay,P2,2026-02-20 22:04:05,552,910,2026-02-20 22:26:02,172800,0,A152
C100001,U8527,JFK5,phone,wrong_item,P2,2026-01-01 12:45:41,70,306,01-01-2026 12:54,172800,0,A143
C101399,U9362,DFW2,phone,delivery_delay,P2,2026-01-22 18:38:11,,587,2026-01-22 18:55:38,172800,0,
C102452,U12051,PHX1,phone,wrong_item,P2,07-02-2026 06:35,327,929,2026-02-07 07:00:30,172800,0,A146
C102677,U12975,SEA3,phone,wrong_item,P3,2026-02-10 21:40:45,255,609,10-02-2026 22:07,259200,0,A117
C102139,U10653,SEA3,email,account,P2,03-02-2026 20:47,229,733,2026-02-03 21:06:20,172800,0,A131
C102727,U7223,JFK5,email,delivery_delay,P2,02/11/2026 18:16,96,628,2026-02-11 18:38:27,172800,0,A149
C101817,U11737,PHX1,email,refund,P2,2026-01-28 07:46:04,320,1130,2026-01-28 08:36:07,172800,0,A107
C102763,U13783,SEA3,phone,refund,P3,2026-02-11 14:04:52,137,646,2026-02-11 14:26:08,259200,0,A134
C103415,U7742,SEA3,email,refund,P3,02/21/2026 19:42,109,532,2026-02-21 19:49:46,259200,0,A122
C101585,U16422,DFW2,chat,damaged_item,P1,01/26/2026 22:45,141,373,2026-01-26 22:56:11,86400,0,A167
C100812,U14588,DFW2,chat,damaged_item,P3,2026-01-14 06:03:16,202,708,01/14/2026 06:36,259200,0,A110
C100368,U16931,DFW2,chat,payment,P3,07-01-2026 13:47,291,462,01/07/2026 14:07,259200,0,A105
C103655,U5422,DFW2,phone,wrong_item,P2,2026-02-25 16:15:16,1815,7714,2026-03-01 00:49:24,172800,1,A126
C102312,U9904,JFK5,phone,damaged_item,P2,2026-02-05 20:00:01,272,865,02/05/2026 20:31,172800,0,A118
C103094,U17130,SEA3,phone,wrong_item,P3,2026-02-17 15:17:23,274,460,2026-02-17 15:35:19,259200,0,A103
C103179,U12963,DFW2,chat,refund,P3,02/18/2026 20:59,142,618,2026-02-22 20:47:29,259200,1,
C101953,U6046,PHX1,phone,,P2,2026-01-30 07:13:33,,592,01/30/2026 07:29,172800,0,A144
C103190,U18802,DFW2,phone,account,P1,2026-02-18 11:08:24,153,757,2026-02-18,86400,0,A169
C103028,U14415,SEA3,phone,delivery_delay,P3,2026-02-16 17:31:45,384,662,02/20/2026 01:52,259200,1,A179
C103013,U7563,PHX1,chat,delivery_delay,P1,2026-02-16 17:08:26,198,596,2026-02-16 17:27:45,86400,0,A179
C101479,U9385,PHX1,chat,damaged_item,P2,2026-01-23,,629,01/27/2026 04:28,172800,1,A109
C100347,U15169,PHX1,email,delivery_delay,P1,2026-01-06 13:53:39,813,1528,08-01-2026 00:23,86400,1,A140
C103819,U15795,SEA3,chat,damaged_item,P2,2026-02-27 20:59:50,244,440,,172800,1,A156
C102052,U6142,DFW2,phone,payment,P2,2026-02-02 09:09:30,241,448,2026-02-05 17:07:53,172800,1,A176
C102386,U6245,PHX1,phone,delivery_delay,P2,2026-02-06,199,469,,172800,0,A121
C101482,U11611,PHX1,phone,delivery_delay,P1,2026-01-23 21:06:08,266,506,2026-01-23 21:21:34,86400,0,A159
C101775,U8995,PHX1,phone,delivery_delay,P2,2026-01-28 10:58:40,111,596,28-01-2026 11:20,172800,0,A173
C100380,U10772,DFW2,email,delivery_delay,P2,2026-01-07 20:44:42,642,1342,2026-01-07 21:29:36,172800,0,A140
C100591,U8103,PHX1,email,payment,P2,2026-01-10,318,694,2026-01-13 11:42:37,172800,1,A160
C100531,U11668,PHX1,chat,,P2,01/09/2026 11:41,47,248,2026-01-09 11:50:40,172800,0,A146
C103849,U18577,PHX1,chat,wrong_item,P2,2026-02-28 07:50:49,197,574,02/28/2026 08:03,172800,0,A123
C101269,U17417,JFK5,callback,refund,P2,2026-01-21 14:33:59,635,1172,2026-01-21 15:18:16,172800,0,A154
C101948,U13486,DFW2,chat,refund,P3,2026-01-30 19:12:00,132,233,01/30/2026 19:22,259200,0,A137
C102601,U18817,SEA3,chat,wrong_item,P2,02/10/2026 12:33,216,615,2026-02-10 12:57:37,172800,0,A117
C100453,U11159,DFW2,chat,account,P1,2026-01-08 15:16:12,148,706,2026-01-10 03:49:43,86400,1,A172
C100773,U12030,SEA3,callback,wrong_item,P2,01/13/2026 16:21,213,617,2026-01-13 16:33:22,172800,0,
C103777,U8859,JFK5,phone,refund,P2,2026-02-27 21:25:23,402,672,2026-02-27,172800,0,A155
C103148,U11891,PHX1,chat,refund,P3,02/18/2026 09:40,,364,02/18/2026 09:55,259200,0,A174
C100860,U7052,SEA3,email,delivery_delay,P3,01/14/2026 17:05,,991,2026-01-14 17:39:31,259200,0,A168
C101393,U14690,DFW2,phone,payment,P3,2026-01-22 15:55:05,5606,13323,2026-01-22 20:37:18,259200,0,A134
C102618,U9750,SEA3,email,damaged_item,P3,2026-02-10,181,558,2026-02-14 08:17:33,259200,1,A127
C101278,U16786,DFW2,email,wrong_item,P2,2026-01-21 13:57:34,215,573,2026-01-24 15:23:26,172800,1,A159
C103927,U13304,SEA3,phone,damaged_item,P1,2026-03-01 11:35:09,341,563,2026-03-01 11:52:36,86400,0,A149
C100992,U8052,PHX1,email,,P2,2026-01-16 18:28:13,444,1092,01/16/2026 18:58,172800,0,A132
C100241,U8084,PHX1,chat,payment,P3,2026-01-05 11:15:37,361,580,01/05/2026 11:35,259200,0,A163
C100236,U9585,PHX1,email,payment,P2,2026-01-05 07:10:59,308,1303,2026-01-05 07:42:47,172800,0,A157
C100499,U14520,DFW2,phone,wrong_item,P2,08-01-2026 09:41,94,329,2026-01-11 15:32:45,172800,1,A161
C102291,U16760,SEA3,phone,account,P3,2026-02-05 06:26:13,203,594,02/05/2026 06:47,259200,0,A128
C101221,U13257,PHX1,email,damaged_item,P1,01/20/2026 20:50,253,826,2026-01-20 21:21:49,86400,0,A137
C100826,U16608,PHX1,phone,damaged_item,P3,14-01-2026 10:17,606,960,2026-01-14 10:51:54,259200,0,A164
C103607,U17791,JFK5,chat,refund,P3,2026-02-24 13:24:03,223,436,2026-02-24 13:37:14,259200,0,
C103754,U15458,JFK5,chat,refund,P1,02/26/2026 12:01,64,273,2026-02-26 12:08:44,86400,0,A123
C100939,U6812,DFW2,email,refund,P2,2026-01-15 15:35:47,744,1295,15-01-2026 16:03,172800,0,A173
C100020,U6127,PHX1,phone,delivery_delay,P1,01/01/2026 20:20,151,375,2026-01-01 20:29:15,86400,0,A131
C100339,U13099,JFK5,callback,,P2,01/06/2026 07:46,205,1148,2026-01-06 08:32:36,172800,0,A156
C103564,U13466,PHX1,phone,damaged_item,P2,02/24/2026 22:19,81,345,2026-02-24 22:27:41,172800,0,A150
C102465,U8821,DFW2,phone,damaged_item,P1,2026-02-07 07:00:34,93,557,2026-02-08 12:43:39,86400,1,A125
C101641,U17095,PHX1,phone,wrong_item,P2,2026-01-26 15:46:26,247,454,2026-01-26 16:00:19,172800,0,A145
C101500,U10906,SEA3,phone,delivery_delay,P2,23-01-2026 16:40,172,380,2026-01-23 16:57:51,172800,0,A170
C102694,U9879,PHX1,phone,payment,P3,2026-02-11 16:50:37,224,540,02/16/2026 11:34,259200,1,A170
C102102,U6344,DFW2,callback,payment,P3,02/02/2026 15:06,466,1159,2026-02-02 15:48:27,259200,0,A168
C102539,U5601,JFK5,chat,delivery_delay,P3,2026-02-09,312,549,2026-02-09,259200,0,A151
C100150,U13767,DFW2,phone,wrong_item,P2,2026-01-02 19:41:59,280,594,2026-01-05 19:47:26,172800,1,A104
C101134,U14496,DFW2,chat,wrong_item,P2,2026-01-19 13:54:26,140,689,2026-01-19 14:11:43,172800,0,A176
C101408,U18065,JFK5,phone,payment,P1,2026-01-22 06:30:16,437,875,2026-01-22 06:51:56,86400,0,A172
C100309,U6572,SEA3,email,damaged_item,P2,2026-01-06 15:01:58,908,1516,01/06/2026 15:38,172800,0,A121
C101697,U9275,PHX1,chat,refund,P3,2026-01-27 09:37:40,189,484,27-01-2026 09:54,259200,0,A159
C100543,U9636,SEA3,chat,damaged_item,P2,09-01-2026 09:14,239,415,2026-01-09 09:29:24,172800,0,
C102791,U10848,DFW2,phone,wrong_item,P2,2026-02-12 13:59:08,257,801,02/14/2026 23:03,172800,1,A160
C100375,U5717,JFK5,email,account,P2,2026-01-07 12:33:43,366,1180,2026-01-07 12:58:34,172800,0,A116
C102507,U13216,SEA3,email,damaged_item,P1,2026-02-08 16:16:17,301,543,2026-02-08 16:31:13,86400,0,A104
C101802,U15392,PHX1,email,refund,P1,2026-01-28 06:53:59,250,1021,2026-01-28 07:27:24,86400,0,A151
C100746,U8471,DFW2,email,payment,P2,2026-01-13 14:58:36,441,1076,2026-01-13 15:48:08,172800,0,A151
C103471,U15606,SEA3,chat,payment,P2,2026-02-22 21:08:15,164,398,2026-02-22 21:14:55,172800,0,A147
C100009,U17757,JFK5,email,delivery_delay,P3,2026-01-01 22:48:11,352,1559,2026-01-01 23:50:26,259200,0,A167
C101579,U8565,DFW2,phone,refund,P2,2026-01-25 16:51:06,535,835,01/25/2026 17:03,172800,0,A103
C101573,U14987,JFK5,email,account,P2,2026-01-25 13:13:52,470,1290,2026-01-25 13:55:16,172800,0,A175
C101905,U13786,PHX1,callback,wrong_item,P2,2026-01-30 06:00:40,704,1108,2026-01-30 06:44:49,172800,0,A118
C100511,U11304,JFK5,chat,refund,P2,2026-01-09 16:07:29,296,580,2026-01-09 16:19:28,172800,0,A136
C100193,U6406,DFW2,phone,account,P3,2026-01-04 17:25:29,255,653,2026-01-04 17:37:41,259200,0,A114
C103136,U7860,PHX1,chat,payment,P2,2026-02-18 22:26:54,230,368,2026-02-18 22:37:55,172800,0,A118
C102082,U12197,PHX1,chat,account,P2,2026-02-02 07:42:24,94,588,2026-02-02 07:54:30,172800,0,A170
C102992,U10436,SEA3,email,wrong_item,P2,2026-02-16 19:59:36,243,890,2026-02-19 09:39:11,172800,1,A156
C100463,U5235,PHX1,chat,refund,P2,2026-01-08 13:59:04,211,461,2026-01-08 14:10:41,172800,0,A122
C102844,U5068,SEA3,chat,wrong_item,P3,2026-02-12 20:27:19,130,608,2026-02-12 20:41:05,259200,0,A132
C103708,U8211,JFK5,phone,refund,P1,02/26/2026 06:05,184,516,2026-02-26 06:28:41,86400,0,A123
C100824,U12509,SEA3,chat,payment,P3,2026-01-14 06:37:19,78,241,01/14/2026 06:42,259200,0,A135
C101810,U9440,JFK5,chat,payment,P2,2026-01-28,200,459,2026-01-28 13:00:09,172800,0,A150
C101657,U6191,PHX1,callback,refund,P1,01/27/2026 17:44,414,1173,2026-01-27 18:16:11,86400,0,
C102588,U11061,SEA3,phone,damaged_item,P2,02/09/2026 10:28,,942,2026-02-09 10:55:40,172800,0,A136
C103469,U6149,DFW2,chat,payment,P3,02/22/2026 07:55,317,670,2026-02-22 08:07:38,259200,0,A120
C103768,U9566,JFK5,email,refund,P2,2026-02-27 22:51:01,495,1090,2026-02-27 23:27:57,172800,0,A114
C101868,U7513,JFK5,callback,payment,P1,2026-01-29 16:41:44,373,1270,2026-01-29 17:08:27,86400,0,A103
C103335,U9654,JFK5,phone,delivery_delay,P1,2026-02-20 18:51:09,208,407,2026-02-20 19:02:13,86400,0,A157
C102198,U8972,SEA3,chat,wrong_item,P2,2026-02-03,173,385,2026-02-03 17:49:10,172800,0,A161
C100728,U8614,SEA3,email,account,P1,01/13/2026 11:16,489,1047,2026-01-13 11:51:33,86400,0,A141
C101169,U18166,JFK5,chat,wrong_item,P3,2026-01-19 15:59:45,,300,2026-01-19 16:05:39,259200,0,A132
C100787,U18151,SEA3,callback,payment,P1,2026-01-13 14:45:38,345,1118,2026-01-13 15:16:16,86400,0,A163
C103902,U14125,DFW2,chat,refund,P2,2026-03-01 12:48:46,74,445,2026-03-01 13:01:22,172800,0,A122
C100102,U15076,PHX1,chat,wrong_item,P2,2026-01-02 07:22:32,76,408,02-01-2026 07:40,172800,0,A176
C102834,U10238,JFK5,chat,refund,P1,02/12/2026 06:18,298,619,2026-02-12 06:30:32,86400,0,A100
C103510,U7963,PHX1,chat,delivery_delay,P2,02/23/2026 06:43,316,685,02/23/2026 07:09,172800,0,A107
C101210,U8154,DFW2,phone,damaged_item,P3,2026-01-20 14:00:27,209,327,2026-01-20 14:11:44,259200,0,A122
C101034,U11927,SEA3,phone,damaged_item,P3,2026-01-17 16:11:24,155,345,,259200,0,A173
C100317,U8170,SEA3,chat,delivery_delay,P2,2026-01-06 08:18:42,,707,2026-01-09 09:55:38,172800,1,A140
C101875,U11285,SEA3,email,payment,P2,2026-01-29 14:42:36,564,995,2026-01-29 15:03:26,172800,0,A151
C100423,U7524,DFW2,chat,damaged_item,P3,2026-01-07,276,687,2026-01-07 13:01:27,259200,0,A124
C100489,U9266,DFW2,chat,refund,P3,2026-01-08 11:45:34,51,302,2026-01-08 11:53:48,259200,0,A147
C103835,U9841,DFW2,phone,refund,P2,02/27/2026 06:24,485,755,,172800,0,A169
C103799,U15292,PHX1,email,delivery_delay,P2,2026-02-27 13:04:44,718,1299,2026-02-27 13:56:30,172800,0,A110
C101480,U8465,JFK5,phone,damaged_item,P2,2026-01-23 08:36:49,153,317,01/23/2026 08:47,172800,0,A175
C100525,U6102,DFW2,chat,account,P2,2026-01-09 12:18:16,105,539,12-01-2026 04:25,172800,1,A172
C102404,U5416,JFK5,phone,payment,P3,2026-02-06 17:29:44,259,806,2026-02-06 17:57:31,259200,0,A143
C102416,U8389,PHX1,phone,delivery_delay,P2,2026-02-06 09:43:36,180,522,2026-02-06 10:01:28,172800,0,A112
C100270,U16007,DFW2,phone,account,P3,2026-01-05 19:25:24,170,651,2026-01-05,259200,0,A145
C101808,U13211,SEA3,phone,payment,P2,2026-01-28 15:11:52,384,772,2026-01-28 15:27:25,172800,0,A167
C100251,U9872,SEA3,chat,refund,P3,2026-01-05 19:10:03,352,576,05-01-2026 19:29,259200,0,
C101814,U9770,SEA3,chat,delivery_delay,P2,01/28/2026 21:27,217,392,2026-01-28 21:43:26,172800,0,A107
C102315,U16683,SEA3,phone,refund,P3,2026-02-05 07:20:32,,951,2026-02-10 01:47:37,259200,1,A139
C101043,U14363,PHX1,phone,delivery_delay,P3,2026-01-17 07:52:24,140,877,2026-01-17 08:17:59,259200,0,A149
C103208,U13773,JFK5,phone,damaged_item,P3,2026-02-18,388,938,2026-02-18 07:24:06,259200,0,A156
C103924,U5585,DFW2,chat,wrong_item,P2,2026-03-01 10:46:07,304,667,2026-03-01 10:58:53,172800,0,A115
C101608,U17177,DFW2,phone,delivery_delay,P3,2026-01-26 20:05:12,116,464,,259200,0,A165
C100307,U14196,JFK5,chat,refund,P3,2026-01-06 18:05:22,252,404,2026-01-06 18:19:51,259200,0,A101
C100055,U11693,JFK5,chat,,P2,2026-01-01 07:39:47,150,558,2026-01-01 07:58:44,172800,0,A157
C100940,U10950,SEA3,chat,payment,P3,2026-01-15 15:11:55,143,400,2026-01-15 15:26:02,259200,0,A113
